classifier, best_representing_words_list, counter_vector, not_count, parts_of_speech, polarity_count, polarity_vocabulary, remove_stop_words, surrounding_words, text_to_vector_uni_vocabulary, tf_idf_vector, uni_gram, total_accuracy, 0_accuracy, 1_accuracy, 3_accuracy
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 27.4509803922, 26.4705882353, 32.3529411765, 23.5294117647
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 29.4117647059, 26.4705882353, 38.2352941176, 23.5294117647
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 34.3137254902, 17.6470588235, 73.5294117647, 11.7647058824
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 24.5098039216, 26.4705882353, 29.4117647059, 17.6470588235
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 29.4117647059, 26.4705882353, 38.2352941176, 23.5294117647
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 34.3137254902, 17.6470588235, 73.5294117647, 11.7647058824
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 26.4705882353, 26.4705882353, 29.4117647059, 23.5294117647
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 35.2941176471, 61.7647058824, 26.4705882353
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, True, False, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 28.431372549, 26.4705882353, 35.2941176471, 23.5294117647
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 41.1764705882, 55.8823529412, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 48.0392156863, 70.5882352941, 47.0588235294, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 37.2549019608, 14.7058823529, 44.1176470588, 52.9411764706
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 47.0588235294, 47.0588235294, 38.2352941176, 55.8823529412
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 41.1764705882, 55.8823529412, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 44.1176470588, 38.2352941176, 38.2352941176, 55.8823529412
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 17.6470588235, 64.7058823529, 29.4117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 38.2352941176, 23.5294117647, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 41.1764705882, 50.0, 38.2352941176, 35.2941176471
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 40.1960784314, 52.9411764706, 29.4117647059, 38.2352941176
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 17.6470588235, 64.7058823529, 29.4117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 38.2352941176, 23.5294117647, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 40.1960784314, 44.1176470588, 38.2352941176, 38.2352941176
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 40.1960784314, 52.9411764706, 32.3529411765, 35.2941176471
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 17.6470588235, 64.7058823529, 29.4117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 38.2352941176, 23.5294117647, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 50.0, 38.2352941176, 35.2941176471
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 40.1960784314, 52.9411764706, 32.3529411765, 35.2941176471
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 44.1176470588, 17.6470588235, 58.8235294118, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 70.5882352941, 47.0588235294, 35.2941176471
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 35.2941176471, 20.5882352941, 47.0588235294, 38.2352941176
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 54.9019607843, 61.7647058824, 58.8235294118, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 35.2941176471, 17.6470588235, 47.0588235294, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 44.1176470588, 17.6470588235, 58.8235294118, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 56.862745098, 67.6470588235, 52.9411764706, 50.0
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 39.2156862745, 23.5294117647, 67.6470588235, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 38.2352941176, 47.0588235294, 26.4705882353
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 32.3529411765, 17.6470588235, 44.1176470588, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 30.3921568627, 29.4117647059, 32.3529411765, 29.4117647059
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 39.2156862745, 23.5294117647, 67.6470588235, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 33.3333333333, 23.5294117647, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 36.2745098039, 38.2352941176, 44.1176470588, 26.4705882353
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 32.3529411765, 17.6470588235, 44.1176470588, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 29.4117647059, 26.4705882353, 32.3529411765, 29.4117647059
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 39.2156862745, 23.5294117647, 67.6470588235, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 33.3333333333, 23.5294117647, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 34.3137254902, 35.2941176471, 44.1176470588, 23.5294117647
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 17.6470588235, 44.1176470588, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 29.4117647059, 32.3529411765, 32.3529411765
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 41.1764705882, 55.8823529412, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 48.0392156863, 70.5882352941, 47.0588235294, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 37.2549019608, 14.7058823529, 44.1176470588, 52.9411764706
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 46.0784313725, 41.1764705882, 41.1764705882, 55.8823529412
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 41.1764705882, 55.8823529412, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 42.1568627451, 41.1764705882, 32.3529411765, 52.9411764706
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 17.6470588235, 64.7058823529, 29.4117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 38.2352941176, 23.5294117647, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 40.1960784314, 41.1764705882, 38.2352941176, 41.1764705882
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 39.2156862745, 52.9411764706, 29.4117647059, 35.2941176471
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 17.6470588235, 64.7058823529, 29.4117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 38.2352941176, 23.5294117647, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 41.1764705882, 47.0588235294, 35.2941176471, 41.1764705882
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 42.1568627451, 52.9411764706, 35.2941176471, 38.2352941176
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 17.6470588235, 64.7058823529, 29.4117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 38.2352941176, 23.5294117647, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 44.1176470588, 38.2352941176, 26.4705882353
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 20.5882352941, 41.1764705882, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 23.5294117647, 41.1764705882, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 40.1960784314, 52.9411764706, 32.3529411765, 35.2941176471
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 44.1176470588, 17.6470588235, 58.8235294118, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 70.5882352941, 47.0588235294, 35.2941176471
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 35.2941176471, 20.5882352941, 47.0588235294, 38.2352941176
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 54.9019607843, 67.6470588235, 55.8823529412, 41.1764705882
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 35.2941176471, 17.6470588235, 47.0588235294, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 44.1176470588, 17.6470588235, 58.8235294118, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 55.8823529412, 67.6470588235, 52.9411764706, 47.0588235294
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 39.2156862745, 23.5294117647, 67.6470588235, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 38.2352941176, 44.1176470588, 20.5882352941
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 32.3529411765, 17.6470588235, 44.1176470588, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, False, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
